City Name,Month,Day of Week,Accident Severity,Number of Vehicles Involved,Vehicle Type Involved,Number of Casualties,Number of Fatalities,Weather Conditions,Road Type,Road Condition,Lighting Conditions,Traffic Control Presence,Speed Limit (km/h),Driver Age,Driver Gender,Driver License Status,Alcohol Involvement,Accident Location Details,Time Period,Is_Weekend,Is_Peak_Hour,Bad_Weather_Flag,Road_Risk_Score,Urban_or_Rural
Vadodara,January,Thursday,1,5,Car,8,1,Hazy,State Highway,Dry,Daylight,Signs,48,68,Female,Valid,Yes,Curve,Afternoon,0,0,0,0,0
Other,January,Monday,1,4,Two-Wheeler,9,3,Clear,National Highway,Damaged,Dusk,Unknown,114,26,Male,Expired,Yes,Bridge,Afternoon,0,0,0,1,0
Other,October,Tuesday,2,5,Bus,0,1,Rainy,State Highway,Under Construction,Dark,Signals,43,41,Female,Expired,No,Straight Road,Night,0,0,1,0,0
Other,December,Monday,1,3,Two-Wheeler,8,4,Foggy,Village Road,Wet,Daylight,Signs,82,62,Male,Unknown,Yes,Curve,Night,0,0,1,1,0
Mumbai,October,Tuesday,0,2,Auto-Rickshaw,7,1,Stormy,Village Road,Dry,Dark,Signs,32,19,Female,Expired,No,Intersection,Night,0,0,0,0,0
Varanasi,September,Sunday,0,3,Cycle,1,5,Stormy,Village Road,Dry,Dusk,Signs,109,36,Male,Expired,Yes,Curve,Evening,1,1,0,0,0
Kanpur,February,Wednesday,1,2,Two-Wheeler,1,1,Stormy,National Highway,Under Construction,Dawn,Unknown,48,60,Female,Valid,Yes,Intersection,Afternoon,0,0,0,0,0
Vadodara,June,Tuesday,2,2,Cycle,2,3,Foggy,Village Road,Dry,Dusk,Police Checkpost,41,63,Female,Valid,No,Straight Road,Night,0,0,1,0,0
Other,December,Tuesday,2,4,Bus,10,1,Rainy,State Highway,Damaged,Dawn,Signals,100,47,Male,Valid,No,Intersection,Morning,0,1,1,1,0
Other,February,Monday,0,5,Pedestrian,2,5,Foggy,Village Road,Under Construction,Dusk,Unknown,99,57,Female,Unknown,Yes,Bridge,Night,0,0,1,0,0
Other,March,Friday,2,1,Bus,5,1,Foggy,Urban Road,Damaged,Daylight,Police Checkpost,72,18,Female,Expired,No,Bridge,Evening,0,1,1,1,0
Other,October,Saturday,2,4,Cycle,9,0,Clear,Village Road,Under Construction,Dawn,Signs,65,51,Female,Valid,No,Bridge,Night,1,0,0,0,0
Other,April,Sunday,0,1,Auto-Rickshaw,4,1,Foggy,Urban Road,Dry,Dusk,Police Checkpost,110,62,Male,Expired,No,Intersection,Evening,1,1,1,0,0
Other,July,Wednesday,2,1,Car,9,3,Rainy,State Highway,Under Construction,Dawn,Signs,40,31,Male,Valid,No,Straight Road,Night,0,0,1,0,0
Udaipur,May,Sunday,2,2,Two-Wheeler,2,5,Stormy,National Highway,Damaged,Dusk,Signals,59,52,Female,Unknown,No,Intersection,Night,1,0,0,1,0
Surat,February,Tuesday,2,1,Bus,5,0,Rainy,Urban Road,Under Construction,Dawn,Police Checkpost,75,18,Male,Expired,Yes,Curve,Evening,0,1,1,0,0
Other,March,Monday,0,2,Auto-Rickshaw,6,2,Foggy,Urban Road,Damaged,Dark,Signals,81,63,Female,Unknown,No,Bridge,Evening,0,1,1,1,0
Other,April,Thursday,2,4,Auto-Rickshaw,1,5,Rainy,Village Road,Wet,Dark,Police Checkpost,78,34,Male,Unknown,No,Straight Road,Afternoon,0,0,1,1,0
Other,June,Tuesday,2,2,Pedestrian,2,0,Foggy,Village Road,Wet,Dark,Police Checkpost,68,37,Male,Valid,No,Straight Road,Night,0,0,1,1,0
Other,March,Monday,1,5,Auto-Rickshaw,5,5,Rainy,State Highway,Dry,Dawn,Signals,48,43,Female,Valid,Yes,Intersection,Night,0,0,1,0,0
Other,December,Wednesday,0,4,Two-Wheeler,3,5,Rainy,Village Road,Damaged,Dawn,Unknown,44,18,Female,Expired,Yes,Bridge,Morning,0,1,1,1,0
Other,January,Saturday,0,2,Truck,7,2,Hazy,Village Road,Damaged,Daylight,Unknown,116,64,Female,Unknown,No,Straight Road,Night,1,0,0,1,0
Other,August,Tuesday,0,5,Auto-Rickshaw,1,3,Hazy,Village Road,Damaged,Dusk,Signs,77,46,Male,Unknown,Yes,Intersection,Afternoon,0,0,0,1,0
Other,January,Friday,1,3,Two-Wheeler,4,4,Stormy,Urban Road,Damaged,Daylight,Signs,54,19,Male,Valid,Yes,Straight Road,Morning,0,1,0,1,0
Surat,June,Saturday,1,4,Auto-Rickshaw,0,5,Foggy,National Highway,Dry,Dark,Police Checkpost,57,63,Female,Unknown,No,Intersection,Morning,1,1,1,0,0
Tirupati,May,Saturday,1,1,Two-Wheeler,2,0,Hazy,Village Road,Wet,Daylight,Unknown,38,18,Male,Unknown,No,Bridge,Night,1,0,0,1,0
Other,December,Friday,2,3,Car,3,0,Foggy,Urban Road,Dry,Dark,Signals,106,61,Female,Valid,Yes,Curve,Evening,0,1,1,0,0
Coimbatore,September,Thursday,2,1,Bus,7,1,Hazy,Urban Road,Wet,Dawn,Signs,81,48,Female,Valid,Yes,Intersection,Morning,0,1,0,1,0
Other,July,Wednesday,1,1,Truck,0,5,Hazy,Urban Road,Wet,Daylight,Unknown,50,30,Male,Expired,No,Intersection,Evening,0,1,0,1,0
Other,April,Monday,0,2,Two-Wheeler,3,3,Stormy,State Highway,Damaged,Dawn,Signals,85,47,Female,Expired,No,Intersection,Afternoon,0,0,0,1,0
Other,April,Saturday,0,4,Auto-Rickshaw,8,0,Hazy,State Highway,Damaged,Dark,Unknown,99,25,Male,Expired,Yes,Curve,Afternoon,1,0,0,1,0
Vadodara,October,Saturday,0,4,Car,5,0,Rainy,State Highway,Under Construction,Daylight,Signals,33,63,Male,Expired,Yes,Straight Road,Afternoon,1,0,1,0,0
Other,December,Monday,2,5,Truck,2,2,Clear,Urban Road,Under Construction,Daylight,Signs,85,28,Female,Expired,Yes,Bridge,Night,0,0,0,0,0
Jodhpur,December,Thursday,0,2,Car,7,3,Hazy,State Highway,Dry,Dark,Signals,43,44,Female,Expired,No,Straight Road,Afternoon,0,0,0,0,0
Ahmedabad,June,Wednesday,0,1,Pedestrian,9,1,Rainy,Village Road,Dry,Daylight,Police Checkpost,82,67,Male,Unknown,Yes,Bridge,Morning,0,1,1,0,0
Other,October,Thursday,0,1,Pedestrian,5,5,Stormy,National Highway,Dry,Daylight,Signs,93,47,Female,Valid,No,Intersection,Morning,0,1,0,0,0
Other,January,Monday,2,2,Cycle,10,3,Hazy,Urban Road,Dry,Daylight,Unknown,64,66,Female,Unknown,No,Intersection,Evening,0,1,0,0,0
Other,December,Monday,2,3,Truck,3,2,Hazy,Urban Road,Under Construction,Dusk,Signs,46,64,Female,Unknown,Yes,Intersection,Afternoon,0,0,0,0,0
Other,April,Tuesday,0,4,Auto-Rickshaw,9,2,Hazy,Urban Road,Wet,Daylight,Unknown,78,21,Male,Valid,No,Bridge,Morning,0,1,0,1,0
Other,June,Thursday,1,3,Bus,6,2,Clear,National Highway,Wet,Dawn,Signs,60,59,Female,Valid,No,Bridge,Night,0,0,0,1,0
Rohini,April,Wednesday,2,2,Bus,2,5,Foggy,State Highway,Dry,Daylight,Signals,58,69,Male,Valid,Yes,Curve,Night,0,0,1,0,0
Other,December,Wednesday,1,2,Auto-Rickshaw,8,4,Foggy,Village Road,Wet,Dawn,Signals,75,27,Female,Valid,Yes,Curve,Evening,0,1,1,1,0
Other,January,Wednesday,0,3,Bus,9,2,Stormy,State Highway,Dry,Daylight,Police Checkpost,42,60,Male,Expired,No,Intersection,Evening,0,1,0,0,0
Other,June,Sunday,1,5,Truck,4,4,Rainy,National Highway,Damaged,Daylight,Police Checkpost,76,46,Female,Expired,No,Intersection,Night,1,0,1,1,0
Other,September,Wednesday,2,4,Cycle,2,0,Rainy,Village Road,Wet,Dawn,Police Checkpost,113,38,Male,Expired,Yes,Bridge,Morning,0,1,1,1,0
Other,July,Monday,1,5,Pedestrian,7,5,Foggy,Village Road,Under Construction,Dawn,Signals,69,56,Female,Expired,Yes,Straight Road,Afternoon,0,0,1,0,0
Other,May,Wednesday,2,4,Bus,5,1,Clear,National Highway,Wet,Dusk,Signals,30,62,Male,Valid,No,Straight Road,Night,0,0,0,1,0
Jaipur,August,Tuesday,0,2,Pedestrian,4,4,Clear,State Highway,Under Construction,Dark,Signs,107,24,Female,Valid,No,Straight Road,Night,0,0,0,0,0
Other,September,Tuesday,0,1,Pedestrian,2,0,Stormy,Urban Road,Under Construction,Daylight,Signals,60,52,Female,Expired,No,Curve,Afternoon,0,0,0,0,0
Other,September,Monday,0,1,Truck,0,1,Foggy,Urban Road,Wet,Daylight,Unknown,119,39,Female,Expired,Yes,Intersection,Night,0,0,1,1,0
Other,September,Tuesday,2,5,Pedestrian,5,0,Foggy,Village Road,Wet,Daylight,Unknown,43,35,Female,Unknown,Yes,Straight Road,Morning,0,1,1,1,0
Other,June,Tuesday,0,3,Cycle,5,5,Hazy,Village Road,Under Construction,Dawn,Police Checkpost,108,38,Female,Expired,No,Intersection,Morning,0,1,0,0,0
Dwarka,June,Wednesday,1,2,Bus,10,4,Hazy,Village Road,Under Construction,Dusk,Police Checkpost,38,25,Male,Unknown,No,Straight Road,Evening,0,1,0,0,0
Other,December,Thursday,0,3,Auto-Rickshaw,8,0,Rainy,Village Road,Damaged,Daylight,Unknown,87,18,Male,Expired,Yes,Curve,Night,0,0,1,1,0
Other,February,Saturday,1,1,Truck,7,2,Foggy,Village Road,Damaged,Dusk,Police Checkpost,58,53,Male,Expired,No,Curve,Evening,1,1,1,1,0
Other,March,Wednesday,2,2,Auto-Rickshaw,10,1,Stormy,Urban Road,Damaged,Dusk,Signals,112,31,Female,Expired,No,Curve,Night,0,0,0,1,0
Other,December,Wednesday,1,2,Cycle,0,3,Stormy,State Highway,Dry,Dusk,Signs,92,30,Male,Unknown,No,Straight Road,Afternoon,0,0,0,0,0
Mysore,August,Monday,0,3,Truck,2,1,Stormy,State Highway,Damaged,Daylight,Signs,107,44,Female,Unknown,Yes,Bridge,Morning,0,1,0,1,0
Other,February,Monday,1,1,Cycle,10,2,Clear,State Highway,Dry,Dark,Signs,102,68,Male,Valid,No,Bridge,Night,0,0,0,0,0
Other,May,Thursday,0,1,Two-Wheeler,7,1,Stormy,National Highway,Damaged,Dark,Signs,66,33,Female,Valid,Yes,Curve,Morning,0,1,0,1,0
Other,February,Tuesday,0,5,Truck,10,4,Clear,National Highway,Damaged,Dawn,Police Checkpost,87,43,Female,Valid,No,Intersection,Morning,0,1,0,1,0
Other,December,Friday,2,1,Car,6,3,Stormy,State Highway,Dry,Dark,Unknown,56,62,Female,Unknown,Yes,Straight Road,Night,0,0,0,0,0
Other,March,Friday,1,5,Auto-Rickshaw,9,4,Stormy,Urban Road,Damaged,Dawn,Unknown,120,21,Female,Valid,Yes,Intersection,Night,0,0,0,1,0
Other,October,Sunday,1,5,Pedestrian,1,4,Clear,Urban Road,Under Construction,Dawn,Signs,64,35,Male,Unknown,Yes,Bridge,Morning,1,1,0,0,0
Other,September,Tuesday,0,3,Cycle,3,5,Rainy,Village Road,Damaged,Dark,Signals,59,68,Male,Valid,No,Bridge,Morning,0,1,1,1,0
Other,April,Saturday,1,3,Truck,4,1,Rainy,Village Road,Damaged,Dawn,Signs,59,53,Female,Unknown,Yes,Intersection,Morning,1,1,1,1,0
Coimbatore,April,Sunday,1,4,Bus,1,4,Hazy,Urban Road,Under Construction,Dark,Signs,34,43,Male,Expired,Yes,Intersection,Morning,1,1,0,0,0
Other,July,Thursday,1,4,Two-Wheeler,6,2,Foggy,Urban Road,Wet,Dawn,Police Checkpost,88,49,Male,Expired,No,Straight Road,Afternoon,0,0,1,1,0
Other,March,Wednesday,2,4,Truck,7,2,Hazy,Urban Road,Under Construction,Dawn,Signs,106,19,Female,Expired,No,Straight Road,Night,0,0,0,0,0
Other,January,Thursday,0,5,Pedestrian,8,2,Clear,Urban Road,Under Construction,Dusk,Signals,115,56,Female,Unknown,Yes,Curve,Afternoon,0,0,0,0,0
Other,May,Wednesday,1,1,Two-Wheeler,5,3,Rainy,Urban Road,Dry,Dark,Signs,89,35,Female,Expired,Yes,Straight Road,Evening,0,1,1,0,0
Other,December,Sunday,1,5,Truck,2,4,Stormy,Urban Road,Wet,Daylight,Signals,69,55,Male,Unknown,No,Intersection,Evening,1,1,0,1,0
Other,October,Thursday,0,3,Bus,2,1,Stormy,National Highway,Damaged,Daylight,Police Checkpost,119,35,Female,Valid,No,Bridge,Morning,0,1,0,1,0
Other,August,Sunday,1,4,Truck,1,0,Stormy,Village Road,Damaged,Dark,Signals,102,27,Female,Valid,Yes,Curve,Morning,1,1,0,1,0
Other,July,Wednesday,2,1,Cycle,7,0,Hazy,National Highway,Under Construction,Dawn,Police Checkpost,101,70,Female,Expired,No,Bridge,Morning,0,1,0,0,0
Other,April,Saturday,2,1,Truck,8,1,Stormy,Village Road,Wet,Dusk,Signals,80,47,Male,Valid,Yes,Intersection,Afternoon,1,0,0,1,0
Other,October,Monday,1,2,Bus,2,2,Hazy,National Highway,Damaged,Dark,Signs,94,56,Female,Expired,No,Intersection,Night,0,0,0,1,0
Surat,October,Sunday,2,1,Pedestrian,8,4,Stormy,State Highway,Damaged,Daylight,Unknown,55,28,Female,Expired,Yes,Bridge,Afternoon,1,0,0,1,0
Other,April,Tuesday,0,5,Car,7,4,Foggy,National Highway,Under Construction,Dawn,Signals,73,38,Female,Expired,No,Curve,Afternoon,0,0,1,0,0
Mysore,October,Sunday,1,1,Two-Wheeler,7,2,Stormy,Village Road,Under Construction,Dark,Signs,67,58,Male,Valid,Yes,Straight Road,Night,1,0,0,0,0
Other,July,Friday,0,1,Truck,10,1,Rainy,Urban Road,Wet,Dark,Police Checkpost,72,49,Female,Valid,Yes,Intersection,Night,0,0,1,1,0
Jodhpur,March,Monday,2,2,Cycle,10,0,Foggy,Urban Road,Damaged,Dusk,Police Checkpost,114,39,Male,Valid,Yes,Intersection,Afternoon,0,0,1,1,0
Other,September,Tuesday,2,5,Bus,0,1,Stormy,Urban Road,Wet,Dusk,Police Checkpost,37,24,Female,Unknown,Yes,Straight Road,Afternoon,0,0,0,1,0
Other,December,Wednesday,1,1,Car,3,0,Clear,Village Road,Dry,Daylight,Signals,73,67,Female,Expired,Yes,Intersection,Afternoon,0,0,0,0,0
Other,July,Monday,1,3,Bus,10,1,Stormy,Urban Road,Dry,Dusk,Signals,100,56,Female,Unknown,Yes,Bridge,Afternoon,0,0,0,0,0
Other,April,Sunday,2,1,Bus,3,1,Clear,National Highway,Under Construction,Dawn,Unknown,32,62,Male,Expired,Yes,Bridge,Evening,1,1,0,0,0
Other,January,Saturday,0,5,Pedestrian,5,4,Hazy,State Highway,Under Construction,Dark,Police Checkpost,38,70,Male,Unknown,No,Bridge,Night,1,0,0,0,0
Dwarka,January,Wednesday,0,1,Truck,10,5,Hazy,Village Road,Dry,Dusk,Unknown,104,35,Male,Expired,No,Straight Road,Night,0,0,0,0,0
Other,April,Sunday,1,4,Bus,6,2,Clear,State Highway,Wet,Dark,Police Checkpost,96,36,Male,Unknown,No,Curve,Morning,1,1,0,1,0
Dwarka,November,Friday,1,5,Auto-Rickshaw,6,1,Stormy,National Highway,Under Construction,Daylight,Signs,91,54,Female,Valid,Yes,Straight Road,Night,0,0,0,0,0
Other,December,Tuesday,1,3,Car,3,3,Rainy,State Highway,Under Construction,Daylight,Signs,63,27,Male,Valid,Yes,Intersection,Afternoon,0,0,1,0,0
New Delhi,June,Wednesday,0,3,Bus,2,5,Rainy,State Highway,Dry,Dusk,Signals,118,21,Female,Valid,Yes,Curve,Afternoon,0,0,1,0,0
Visakhapatnam,October,Thursday,0,3,Car,3,5,Stormy,Urban Road,Under Construction,Daylight,Police Checkpost,55,24,Female,Valid,Yes,Bridge,Evening,0,1,0,0,0
Other,September,Wednesday,2,3,Bus,0,5,Rainy,Urban Road,Damaged,Dark,Police Checkpost,90,37,Female,Expired,No,Curve,Night,0,0,1,1,0
Other,January,Thursday,1,3,Auto-Rickshaw,5,1,Foggy,Urban Road,Wet,Dawn,Signals,75,52,Male,Unknown,Yes,Straight Road,Night,0,0,1,1,0
Udaipur,January,Monday,2,3,Two-Wheeler,5,3,Clear,Village Road,Dry,Daylight,Unknown,95,24,Male,Valid,Yes,Straight Road,Evening,0,1,0,0,0
Varanasi,December,Monday,0,2,Truck,10,4,Hazy,Village Road,Wet,Dusk,Police Checkpost,117,51,Female,Unknown,Yes,Straight Road,Afternoon,0,0,0,1,0
Other,December,Wednesday,1,4,Auto-Rickshaw,1,0,Stormy,National Highway,Wet,Dark,Police Checkpost,77,37,Male,Unknown,No,Straight Road,Night,0,0,0,1,0
Varanasi,October,Saturday,2,3,Pedestrian,8,0,Stormy,National Highway,Dry,Dawn,Signs,75,49,Female,Unknown,Yes,Curve,Night,1,0,0,0,0
Other,April,Saturday,0,4,Cycle,8,1,Stormy,Urban Road,Damaged,Dusk,Police Checkpost,95,26,Female,Valid,No,Intersection,Night,1,0,0,1,0
Other,September,Saturday,1,4,Auto-Rickshaw,4,1,Hazy,Urban Road,Under Construction,Dark,Unknown,57,52,Male,Expired,No,Intersection,Morning,1,1,0,0,0
Other,July,Wednesday,1,1,Cycle,0,0,Clear,Urban Road,Wet,Dawn,Signals,87,45,Male,Unknown,No,Intersection,Afternoon,0,0,0,1,0
Bangalore,February,Wednesday,0,1,Cycle,0,5,Rainy,National Highway,Under Construction,Dusk,Unknown,72,38,Female,Expired,Yes,Straight Road,Night,0,0,1,0,0
Other,February,Wednesday,2,5,Truck,7,2,Hazy,Village Road,Wet,Dark,Signs,70,63,Female,Valid,No,Straight Road,Night,0,0,0,1,0
Other,November,Thursday,0,2,Cycle,4,4,Foggy,Urban Road,Damaged,Dusk,Unknown,39,44,Male,Unknown,Yes,Straight Road,Morning,0,1,1,1,0
Other,July,Monday,2,2,Truck,8,2,Hazy,Village Road,Dry,Dusk,Signals,98,54,Female,Expired,Yes,Intersection,Afternoon,0,0,0,0,0
Other,October,Thursday,0,1,Truck,2,5,Hazy,Village Road,Under Construction,Daylight,Signs,119,64,Female,Unknown,No,Intersection,Night,0,0,0,0,0
Other,November,Thursday,1,3,Auto-Rickshaw,4,5,Foggy,Village Road,Damaged,Daylight,Signals,68,64,Male,Valid,Yes,Intersection,Morning,0,1,1,1,0
Other,August,Thursday,2,2,Two-Wheeler,8,1,Foggy,Village Road,Damaged,Daylight,Unknown,112,59,Male,Expired,Yes,Curve,Morning,0,1,1,1,0
Other,November,Wednesday,0,2,Car,2,5,Clear,Urban Road,Under Construction,Dark,Police Checkpost,77,21,Female,Unknown,No,Intersection,Morning,0,1,0,0,0
Other,April,Sunday,1,3,Cycle,6,5,Rainy,Urban Road,Dry,Dusk,Signals,36,56,Female,Unknown,Yes,Intersection,Afternoon,1,0,1,0,0
Other,May,Monday,0,5,Pedestrian,2,5,Hazy,National Highway,Under Construction,Dark,Signals,80,32,Female,Unknown,Yes,Bridge,Night,0,0,0,0,0
Other,July,Thursday,0,3,Two-Wheeler,5,4,Rainy,Village Road,Damaged,Dusk,Police Checkpost,80,58,Male,Unknown,No,Intersection,Morning,0,1,1,1,0
Udaipur,March,Saturday,0,1,Cycle,2,0,Hazy,Village Road,Dry,Dawn,Signals,53,24,Male,Valid,No,Bridge,Afternoon,1,0,0,0,0
Udaipur,October,Tuesday,0,3,Auto-Rickshaw,4,1,Foggy,National Highway,Under Construction,Dark,Unknown,31,18,Female,Valid,No,Straight Road,Night,0,0,1,0,0
Other,April,Thursday,2,2,Car,3,0,Rainy,Urban Road,Dry,Daylight,Signals,74,35,Female,Expired,No,Intersection,Morning,0,1,1,0,0
Udaipur,July,Sunday,0,1,Two-Wheeler,8,5,Clear,Village Road,Wet,Dawn,Unknown,107,23,Male,Valid,No,Curve,Morning,1,1,0,1,0
Other,January,Thursday,2,3,Auto-Rickshaw,5,3,Clear,National Highway,Under Construction,Dusk,Police Checkpost,95,21,Female,Expired,Yes,Curve,Night,0,0,0,0,0
Visakhapatnam,December,Wednesday,2,1,Truck,3,1,Stormy,Village Road,Damaged,Dusk,Unknown,81,58,Male,Valid,Yes,Straight Road,Afternoon,0,0,0,1,0
Other,November,Sunday,1,1,Car,10,3,Foggy,State Highway,Dry,Dusk,Signals,56,64,Female,Unknown,Yes,Bridge,Evening,1,1,1,0,0
Other,February,Saturday,2,2,Two-Wheeler,7,4,Rainy,Village Road,Dry,Daylight,Signals,62,54,Male,Valid,No,Straight Road,Afternoon,1,0,1,0,0
Other,July,Thursday,2,1,Cycle,5,1,Rainy,Village Road,Dry,Dusk,Signals,43,70,Female,Expired,Yes,Curve,Morning,0,1,1,0,0
Other,September,Wednesday,0,1,Truck,0,2,Stormy,Urban Road,Damaged,Daylight,Police Checkpost,117,57,Male,Expired,Yes,Curve,Afternoon,0,0,0,1,0
New Delhi,March,Tuesday,0,4,Pedestrian,2,0,Stormy,Urban Road,Dry,Dusk,Unknown,45,66,Male,Expired,Yes,Straight Road,Night,0,0,0,0,0
Other,February,Sunday,2,2,Cycle,3,3,Rainy,National Highway,Wet,Dark,Signs,119,69,Female,Expired,No,Straight Road,Morning,1,1,1,1,0
Other,September,Friday,2,5,Truck,1,0,Hazy,State Highway,Wet,Daylight,Police Checkpost,34,38,Female,Valid,Yes,Straight Road,Evening,0,1,0,1,0
Mumbai,June,Saturday,2,2,Cycle,8,5,Hazy,State Highway,Wet,Dark,Police Checkpost,85,41,Male,Valid,No,Bridge,Night,1,0,0,1,0
Other,June,Sunday,2,2,Two-Wheeler,3,5,Hazy,State Highway,Wet,Dawn,Signals,111,65,Male,Valid,Yes,Bridge,Morning,1,1,0,1,0
Tirupati,March,Sunday,1,4,Truck,5,2,Hazy,National Highway,Wet,Daylight,Signals,88,21,Male,Expired,No,Straight Road,Morning,1,1,0,1,0
Other,December,Monday,2,3,Pedestrian,7,5,Foggy,Urban Road,Under Construction,Dawn,Police Checkpost,89,64,Male,Valid,No,Intersection,Morning,0,1,1,0,0
Other,May,Monday,2,1,Two-Wheeler,5,2,Clear,National Highway,Under Construction,Dusk,Police Checkpost,37,31,Male,Valid,Yes,Straight Road,Morning,0,1,0,0,0
Other,April,Friday,2,5,Truck,1,3,Rainy,State Highway,Wet,Dusk,Police Checkpost,84,51,Male,Unknown,Yes,Curve,Afternoon,0,0,1,1,0
Jodhpur,September,Thursday,0,1,Two-Wheeler,2,2,Rainy,State Highway,Under Construction,Dusk,Signals,46,60,Male,Valid,Yes,Intersection,Night,0,0,1,0,0
Other,April,Wednesday,0,4,Bus,1,5,Rainy,State Highway,Damaged,Dusk,Signs,92,63,Female,Valid,No,Curve,Evening,0,1,1,1,0
Other,August,Thursday,0,5,Cycle,1,5,Foggy,National Highway,Dry,Dusk,Signals,48,66,Male,Unknown,No,Curve,Evening,0,1,1,0,0
Vadodara,November,Friday,0,4,Car,7,4,Foggy,Village Road,Wet,Dawn,Police Checkpost,90,37,Male,Unknown,No,Curve,Afternoon,0,0,1,1,0
Siliguri,November,Monday,2,2,Pedestrian,4,3,Hazy,Urban Road,Dry,Daylight,Signs,94,39,Male,Unknown,No,Curve,Morning,0,1,0,0,0
Other,May,Tuesday,1,4,Bus,6,5,Foggy,National Highway,Damaged,Daylight,Police Checkpost,42,29,Male,Unknown,Yes,Intersection,Morning,0,1,1,1,0
Other,September,Friday,2,5,Two-Wheeler,9,5,Stormy,National Highway,Wet,Daylight,Police Checkpost,41,68,Male,Valid,Yes,Intersection,Afternoon,0,0,0,1,0
Other,June,Saturday,2,4,Pedestrian,5,5,Hazy,Village Road,Dry,Dusk,Signs,72,47,Female,Valid,No,Curve,Morning,1,1,0,0,0
Other,February,Wednesday,0,3,Pedestrian,1,1,Stormy,National Highway,Wet,Dawn,Signals,109,58,Male,Expired,Yes,Straight Road,Night,0,0,0,1,0
Other,September,Friday,2,1,Two-Wheeler,4,0,Clear,National Highway,Dry,Dawn,Signs,44,43,Female,Valid,Yes,Straight Road,Afternoon,0,0,0,0,0
Other,September,Friday,0,4,Pedestrian,5,2,Foggy,Village Road,Wet,Dawn,Police Checkpost,30,38,Male,Expired,No,Intersection,Night,0,0,1,1,0
Other,December,Saturday,2,4,Pedestrian,7,5,Clear,Village Road,Damaged,Dark,Police Checkpost,106,21,Male,Unknown,No,Bridge,Morning,1,1,0,1,0
New Delhi,July,Tuesday,2,4,Cycle,4,1,Foggy,State Highway,Wet,Daylight,Signs,100,33,Male,Expired,Yes,Straight Road,Morning,0,1,1,1,0
Other,October,Wednesday,2,2,Truck,8,5,Foggy,State Highway,Dry,Daylight,Signals,32,26,Male,Valid,No,Bridge,Morning,0,1,1,0,0
Other,October,Sunday,0,3,Cycle,2,2,Foggy,Urban Road,Under Construction,Dark,Signals,69,34,Female,Valid,Yes,Straight Road,Morning,1,1,1,0,0
Other,June,Friday,1,4,Two-Wheeler,8,4,Stormy,Village Road,Under Construction,Dark,Unknown,39,45,Male,Unknown,No,Straight Road,Night,0,0,0,0,0
Other,October,Monday,2,1,Two-Wheeler,1,3,Rainy,State Highway,Damaged,Dusk,Police Checkpost,84,70,Male,Valid,Yes,Bridge,Morning,0,1,1,1,0
Other,March,Saturday,0,5,Car,7,4,Rainy,State Highway,Under Construction,Dark,Signs,57,55,Male,Unknown,No,Straight Road,Night,1,0,1,0,0
Other,December,Monday,0,4,Cycle,9,5,Foggy,State Highway,Wet,Dark,Signals,86,66,Female,Valid,Yes,Straight Road,Morning,0,1,1,1,0
Other,September,Wednesday,2,3,Cycle,3,1,Foggy,Urban Road,Damaged,Dawn,Unknown,72,51,Female,Unknown,Yes,Curve,Night,0,0,1,1,0
Durgapur,December,Friday,2,5,Truck,6,1,Stormy,State Highway,Wet,Dark,Police Checkpost,45,25,Female,Unknown,No,Straight Road,Morning,0,1,0,1,0
Other,January,Monday,2,4,Cycle,5,4,Foggy,State Highway,Damaged,Daylight,Unknown,70,66,Male,Valid,Yes,Intersection,Morning,0,1,1,1,0
Other,March,Wednesday,2,1,Auto-Rickshaw,8,4,Hazy,Village Road,Damaged,Dark,Police Checkpost,55,58,Male,Valid,No,Bridge,Evening,0,1,0,1,0
Other,November,Saturday,1,2,Auto-Rickshaw,7,5,Clear,State Highway,Wet,Dawn,Signs,47,51,Male,Valid,Yes,Intersection,Night,1,0,0,1,0
Other,June,Monday,1,4,Two-Wheeler,8,0,Rainy,State Highway,Damaged,Daylight,Police Checkpost,76,65,Female,Unknown,Yes,Curve,Night,0,0,1,1,0
Other,September,Sunday,2,3,Car,10,2,Stormy,State Highway,Under Construction,Daylight,Signals,115,42,Male,Expired,Yes,Curve,Evening,1,1,0,0,0
Other,December,Tuesday,2,4,Cycle,3,5,Foggy,State Highway,Wet,Dark,Unknown,34,24,Female,Expired,No,Bridge,Afternoon,0,0,1,1,0
Other,June,Wednesday,2,5,Two-Wheeler,3,1,Clear,Village Road,Damaged,Dark,Signals,92,18,Female,Expired,Yes,Straight Road,Afternoon,0,0,0,1,0
Other,July,Saturday,0,4,Car,8,0,Rainy,Urban Road,Dry,Dawn,Police Checkpost,78,42,Male,Valid,Yes,Intersection,Night,1,0,1,0,0
Other,April,Saturday,2,3,Two-Wheeler,6,2,Hazy,Village Road,Under Construction,Daylight,Unknown,82,27,Female,Unknown,No,Bridge,Night,1,0,0,0,0
Other,April,Monday,0,1,Auto-Rickshaw,8,1,Hazy,Village Road,Under Construction,Dawn,Unknown,97,45,Female,Expired,Yes,Intersection,Night,0,0,0,0,0
Other,October,Saturday,0,4,Truck,2,3,Rainy,Urban Road,Wet,Dawn,Signals,60,46,Male,Expired,No,Bridge,Morning,1,1,1,1,0
