Month,Number of Vehicles Involved,Number of Casualties,Number of Fatalities,Speed Limit (km/h),Driver Age,Time Period,Is_Weekend,Is_Peak_Hour,Bad_Weather_Flag,Road_Risk_Score,Urban_or_Rural,Hour,Hour_sin,Hour_cos,Month_Num,Month_sin,Month_cos,City Name_Bangalore,City Name_Chennai,City Name_Coimbatore,City Name_Durgapur,City Name_Dwarka,City Name_Jaipur,City Name_Jodhpur,City Name_Kanpur,City Name_Kolkata,City Name_Lucknow,City Name_Madurai,City Name_Mangalore,City Name_Mumbai,City Name_Mysore,City Name_Nagpur,City Name_New Delhi,City Name_Other,City Name_Pune,City Name_Rohini,City Name_Siliguri,City Name_Surat,City Name_Tirupati,City Name_Udaipur,City Name_Vadodara,City Name_Varanasi,City Name_Vijayawada,City Name_Visakhapatnam,Day of Week_Monday,Day of Week_Saturday,Day of Week_Sunday,Day of Week_Thursday,Day of Week_Tuesday,Day of Week_Wednesday,Vehicle Type Involved_Bus,Vehicle Type Involved_Car,Vehicle Type Involved_Cycle,Vehicle Type Involved_Pedestrian,Vehicle Type Involved_Truck,Vehicle Type Involved_Two-Wheeler,Weather Conditions_Foggy,Weather Conditions_Hazy,Weather Conditions_Rainy,Weather Conditions_Stormy,Road Type_State Highway,Road Type_Urban Road,Road Type_Village Road,Road Condition_Dry,Road Condition_Under Construction,Road Condition_Wet,Lighting Conditions_Dawn,Lighting Conditions_Daylight,Lighting Conditions_Dusk,Traffic Control Presence_Signals,Traffic Control Presence_Signs,Traffic Control Presence_Unknown,Driver Gender_Male,Driver License Status_Unknown,Driver License Status_Valid,Alcohol Involvement_Yes,Accident Location Details_Curve,Accident Location Details_Intersection,Accident Location Details_Straight Road,Risk_Score
December,0.0028010288761553376,1.2241869447545042,-0.8474228829744705,-0.894622792435324,-0.40109628189757784,Morning,0,1,0,0,0,12.0,0.0,0.0,12,-0.002972753185226154,1.3970503692643932,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,90
April,-1.3977134092015122,-0.020537960944025692,-0.26513505683534744,0.8243205028791296,1.6118525183007244,Night,0,0,1,1,0,12.0,0.0,0.0,4,1.225468397974825,-0.7181148647854229,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,True,False,False,False,False,False,65
April,0.7030582479149892,0.9130057183298717,-0.26513505683534744,1.0858988304269812,-1.1153684368066528,Afternoon,0,0,0,1,0,12.0,0.0,0.0,4,1.225468397974825,-0.7181148647854229,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False,True,True,False,True,False,30
March,0.7030582479149892,-0.33171918736865813,0.8994405954428988,-1.0814644549695038,-0.3361624496331165,Night,0,0,0,1,0,12.0,0.0,0.0,3,1.4155089054265124,-0.013059786768817591,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,True,False,False,False,True,True,False,False,False,65
November,0.0028010288761553376,0.29064326548060676,1.481728421582022,-0.1472561422986051,-0.5309639464265006,Night,0,0,0,1,0,12.0,0.0,0.0,11,-0.7122135824910955,1.2081314304903812,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,True,False,False,False,True,False,True,False,False,True,30
May,-1.3977134092015122,1.5353681711791365,-0.26513505683534744,-0.5956761323806364,-0.5958977786909619,Night,0,0,1,0,0,12.0,0.0,0.0,5,0.7062680761206432,-1.234251004028017,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,30
September,0.7030582479149892,0.29064326548060676,-0.8474228829744705,-0.48357113486012865,0.1183743762181131,Afternoon,0,0,0,0,0,12.0,0.0,0.0,9,-1.4214544117969639,-0.013059786768817937,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,65
March,-0.6974561901626785,-0.9540816402179231,0.8994405954428988,-1.1188327874763397,1.2871833569784177,Morning,0,1,1,0,0,12.0,0.0,0.0,3,1.4155089054265124,-0.013059786768817591,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,False,True,90
June,0.0028010288761553376,-1.2652628666425554,-1.4297107091135937,0.22642718276975443,1.3521171892428792,Morning,0,1,1,1,0,12.0,0.0,0.0,6,-0.0029727531852256333,-1.4231699428020286,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,90
January,-1.3977134092015122,0.29064326548060676,0.8994405954428988,1.6464238180295205,1.2222495247139564,Afternoon,0,0,0,0,0,12.0,0.0,0.0,1,0.7062680761206432,1.2081314304903816,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,True,True,False,False,False,False,False,65
January,0.7030582479149892,-0.020537960944025692,-0.26513505683534744,-0.03515114477809723,-0.40109628189757784,Evening,1,1,1,0,0,12.0,0.0,0.0,1,0.7062680761206432,1.2081314304903816,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,True,False,False,False,False,True,False,True,False,False,False,True,True,False,False,False,65
June,1.4033154669538228,-1.576444093067188,1.481728421582022,-0.894622792435324,-0.9855007722777301,Night,0,0,0,0,0,12.0,0.0,0.0,6,-0.0029727531852256333,-1.4231699428020286,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False,True,True,False,False,True,False,False,False,65
February,-1.3977134092015122,-1.576444093067188,-1.4297107091135937,0.2637955152765904,-1.6997729271868052,Night,0,0,0,1,0,12.0,0.0,0.0,2,1.2254683979748249,0.6919952912477879,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,30
November,0.0028010288761553376,0.29064326548060676,-0.8474228829744705,-1.6419894425720432,0.5729112020693427,Night,0,0,0,0,0,12.0,0.0,0.0,11,-0.7122135824910955,1.2081314304903812,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,True,True,False,False,False,False,False,30
May,0.7030582479149892,-0.9540816402179231,-0.26513505683534744,0.4880055103176061,-1.6997729271868052,Night,1,0,1,0,0,12.0,0.0,0.0,5,0.7062680761206432,-1.234251004028017,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,True,False,True,False,False,False,65
April,-1.3977134092015122,1.5353681711791365,-0.8474228829744705,1.1232671629338173,-0.011493288310809636,Night,0,0,0,1,0,12.0,0.0,0.0,4,1.225468397974825,-0.7181148647854229,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,90
January,-0.6974561901626785,-0.6429004137932905,-1.4297107091135937,-0.48357113486012865,0.9625141956561108,Afternoon,1,0,0,1,0,12.0,0.0,0.0,1,0.7062680761206432,1.2081314304903816,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,65
August,1.4033154669538228,-1.576444093067188,1.481728421582022,0.37590051279709824,0.1183743762181131,Night,0,0,0,0,0,12.0,0.0,0.0,8,-1.2314139043452763,-0.7181148647854239,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,90
January,1.4033154669538228,-0.020537960944025692,-1.4297107091135937,0.9737938329064735,0.24824204074703582,Evening,0,1,1,1,0,12.0,0.0,0.0,1,0.7062680761206432,1.2081314304903816,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,True,False,False,True,65
August,1.4033154669538228,-0.33171918736865813,-0.26513505683534744,-1.4925161125446993,-1.1803022690711142,Night,0,0,1,1,0,12.0,0.0,0.0,8,-1.2314139043452763,-0.7181148647854239,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False,True,False,True,False,False,65
January,-1.3977134092015122,0.9130057183298717,-1.4297107091135937,0.41326884530393415,0.5079773698048813,Morning,0,1,1,1,0,12.0,0.0,0.0,1,0.7062680761206432,1.2081314304903816,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,True,False,False,False,True,False,True,True,False,True,True,False,False,65
June,1.4033154669538228,0.9130057183298717,0.8994405954428988,-0.8572544599284881,-0.9855007722777301,Evening,0,1,1,1,0,12.0,0.0,0.0,6,-0.0029727531852256333,-1.4231699428020286,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,False,True,65
January,-0.6974561901626785,-0.020537960944025692,0.31715276930377573,1.5343188205090126,1.2871833569784177,Afternoon,0,0,1,0,0,12.0,0.0,0.0,1,0.7062680761206432,1.2081314304903816,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,90
January,-0.6974561901626785,1.5353681711791365,0.8994405954428988,0.07695385274241062,-0.5309639464265006,Afternoon,0,0,1,1,0,12.0,0.0,0.0,1,0.7062680761206432,1.2081314304903816,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,True,False,True,False,30
